name,vorname,titel,ort,empfangen,gesendet
Pechius,Sebastian,,Frankfurt,0,1
ffaidner,Wolfgang,,Worms,0,1
Waidner,Wolfgang,,s.l.,0,1
Stancarus,Franelseus,,ivie. ,0,1
poignetfc,Matthieu,,Solothurn,0,1
Sehenk,Matthias,,Augsburg,0,1
Staniius,Stanislaus M.,,Dablefc,0,1
poignet,Matthieu,,Solothurn,0,1
Coignet,Matthieu,,Solothurn. ,0,1
Fabrihs,Johannes,,Chur,0,1
StettenGeerg,,von,Augsburg,0,1
Schone,...,,Sankt PeterzellSG,0,1
ktVA,s.n.,,s.l.,0,1
Fabrieius,Jehannes,,Qiur,0,1
Colgnet,Matthleu Um.,,Solothurn,0,1
Paelesius,Stanislaus,,Krakau,0,1
Frisehing,Theobald,,Bern,0,1
Salis,Friedrieh,von,s.l.,0,1
Salis,Friedrieh,von,Chiavenna,0,1
M,ef,,J v,0,1
Zürich,ZB Ms F F,,Diese Sammlung ist jahrgangsweise,0,1
Ulrich,Philipp  Hohensax,von,s.l.,0,2
Pauli,Gregor,,Polen,0,1
j,s.n.,,s.l.,0,1
Blarer,AmbrcdLus,,Winterthur,0,1
jGoignet,Matt hi eu,,Solothurn,0,1
Bietmüller,Johannes,,lischofszell,0,1
Baug,David,,Augsburg,0,1
Hotomanus,Franciscus,,Strassburg,0,2
eignet,Matthieu,,Solothurn,0,1
Coignet,Mathieu,,Baden,0,1
Stetten,Georg ron,,Augsburg,0,2
Büeger,Jakob,,Sehaffhausen,0,1
Cnlpius,Johannes,,Frankfurt,0,1
Goignet,Matthieu,,Solothurn. ,0,1
t,i,,Frankfurt,0,1
Welser,Philipp,,Baden,0,1
Philipp,Landgraf,von,Kassel,0,2
Riieger,Jakob,,Schaffhausen. ,0,1
Schenck,Matthias,,Augsburg,0,3
Elisabeth,Heigg,de,s.l.,0,2
Büeger,Jakob,,Schaffhausen,0,2
Blarer,Ambrosis,,Winterthur,0,1
Goignet,Matthleu,,Solothurn,0,1
Erastus,Thomas,,s.l.,0,12
Hartmann,Hallwyl,von,tSru t,0,1
Blarar,Ambrosius,,Winterthur,0,1
Gas,sanr Geotg,de,Köln,0,1
Lismaninus,Franciscus,,Krakau,0,1
Sülzer,Simon,,Basel,0,1
Gremp,s.n.,,Strassburg,0,1
Bullinger,Heinrich d.J.,,Zollikon,0,1
Sekenjtfk,Matthias,,Augsburg,0,1
Stetten,Georg,von,s.l.,0,7
Lismaninus,Franciscus,,akau,0,1
Fabricius,Johannes,,fciel Qror JantJ,0,1
C,j vyVewt j,,s.l.,0,1
Coignet,Matthieu,,Payerne,0,1
BlarerAmbrosius,s.n.,,Winterthur,0,1
Bullinger,Christoph,,Heidelberg,0,1
Blarer,Ambrosius,,Wintertkur,0,1
alfrieius,Johannes,,Chur,0,1
TerTuoeV,TiamcoVi UtK.inte,,Frankfurt,0,1
Semly,Konrad,,St. Gallen,0,2
Acronius,Johannes,,Basel,0,1
Schöpflus,Thomas,,iKolmar,0,1
Salis,Friedrich,von,Ohur,0,1
Coignet,Mathieu,,Solothurn,0,8
Filter,Raphael,,Augsburg,0,1
Cooke,Anthony,,London,0,1
Diesbach,Nikiaus,von,Bern,0,1
öoignet,Matthleu,,Solothurn,0,1
Birk,Emanuel,,Basel,0,1
Gambrsy,ean Jacques,de,Chur,0,1
Gassander,Georg,,Duisburg,0,1
Marti,Benedikt,,Bern,0,4
Melanchthon,Philipp,,s j,0,1
Salis,Friedrich,von,Morbegno,0,1
Lismaninus,Franciscus,,Feleonie Tetstuc,0,1
eignet,Matt hi eu,,Solothurn,0,1
Adlischwiler,Hans,,Birg Bheinfelden,0,1
Hotomannus,Francscus,,Strassburg,0,1
Waidner,Wolf gang,,Worms,0,1
Schneeberger,Anton,,Krakau,0,1
Patricius,Johannes,,Chur,0,2
Kiebitz,Wilhelm,,Heidelberg,0,4
Büger,Jakob,,Schaffhausen,0,1
r,s.n.,,Wien,0,1
Föx,John,,Basel,0,1
Sozzini,Lelio,,Wien,0,1
Tarnowski,Johannes,,Taraow,0,1
XiV,s.n.,,s.l.,0,1
Acronlus,Johannes,,s.l.,0,1
Jung,Johannes,,s.l.,0,3
Trüber,Primus,,Kempten,0,1
tenhove,Johannes,,Querceto,0,1
Coignet,Mafcthieu,,Solothurn,0,1
Sozzini,Lelio,,Krakau,0,1
Salis,Friedrich,von,Promontogno,0,1
C,o oke Antony,,Strassburg,0,1
Bitter,Dietrich,,fKöln,0,1
Fabricius,Johanties,,Chur,0,1
Cognatus,Gilbertus,,Padua,0,1
Justine,Gräfin zu Lupfen,,Köln,0,1
Cambrpy,Jean Jacques,de,Chur,0,1
Jaske,Johannes,,D nzlg,0,1
Lismanninus,Franciscus,,T. Pe. tz. ni La,0,1
Sandys,Edwin,,Strassburg,0,1
Krupek,Konrad,,Frzeslawicz,0,1
j,s.n.,,Platier Johannes,0,1
jfabricius,Johannes,,Chur,0,1
Cox,Richard,,Holborn,0,1
Haug,David,,Augsburg,0,3
Hebt,OfcrSetoptie,,tpasabeeg,0,1
Schüler,ervasius,,Lenzburg,0,1
Sulzer,Simon J,,s.l.,0,1
CVergerius,Petrus Paulus,,s.l.,0,1
Coignet,Mattheu,,Solothurn,0,1
öambray,Jean Jacques,de,Chur,0,1
Salis,Johann  lubsmauuA,von,Basel,0,1
Bx,s.n.,,s.l.,0,1
fabricius,Johannes,,Chur,0,2
Gällicius,Philipp,,Chur,0,1
Cürio,Coelius Secundus,,Basel,0,1
Foxe,Johannes und,,Basel,0,1
Milander,Engelbert,,Tübingen,0,2
Beccaria,Johannes,,Misox,0,1
Parkhurst,John,,London,0,2
Wäidner,Wolfgang,,Worms,0,1
Goignet,Matthfeu,,Solothurn,0,1
Börrhaus,Martin,,Basel,0,1
Adolphus,a Baars,,s.l.,0,1
Sulz,er Simon.,,Basel,0,1
Bullinger,hristoph,,Venedig,0,1
TafZSis,Johannes und,,Worms,0,1
Soain,Laelius,,Krakau,0,1
TofimlitsJohaimes,und,,Worms,0,1
Tafltuohannes,und,,Worms,0,1
Tafimus,Johannes und,,Worms,0,1
Cambray,Jean Jacques,de,Haldenstein,0,3
Funk,Johannes,,Padua,0,1
geitin,Wilhelm Vale kn,,Heidelberg,0,1
Erb,Matthias,,Belchenweier,0,1
Hosplnian,Johannes,,Basel,0,1
Ambieliliirnus,Kaspar,,Sitten,0,1
S,LAZ rfmUUa,,s.l.,0,1
r,vVv vC,,N T,0,1
B,UU M h V,,s.l.,0,1
Erstus,Thomas,,s.l.,0,1
Fabricius,Johannes,,hur,0,1
N.N.,s.n.,,Württemberg,0,1
Welser,IMllpp,,e C,0,1
Stein,s.n.,,s.l.,0,1
Fabricius,Karl,,Reichenweier,0,3
Socin,Laelius,,Krakau,0,1
QuadrionLudwig,s.n.,,Tirano,0,1
Dryander,Johannes,,Marburg,0,1
Cbignet,Matthieu,,Solothurn. ,0,1
Jewel,John.,,London,0,1
Abell,Johann,,Frankfurt,0,1
j.,s.n.,,Wien,0,1
Haller,Johannes,,Zofingen,0,2
Welser,Philipp,,Augsburg,0,2
Zehender,Ludwig,,s.l.,0,2
So,eminus Leonhart,,j,0,1
Utenhove,Johannes,,Frankfurt a. M. ,0,1
Goignet,Matthieu,,Baden,0,1
M,s.n.,,Basel,0,1
Beza,Theodor,,s . . ,0,1
Geistliche,s.n.,,f . . ,0,1
bell,Johann,,Strassburg,0,1
Acronius,Frisius Johannes,,Basel,0,1
Fabri,dis Johannes,,Chur,0,1
dailer,Gereon,,Augsburg,0,1
Salis,Friedrich,von,Cjfciur,0,1
Jaske,Johannes,,Königsberg,0,4
Goignet,Matthieu,,Solothurn,0,2
Lever,Thomas,,London,0,1
Herold,s.n.,,Jpharvnei,0,1
Bbrrhauy,Martin,,Basel,0,1
Blarer,Thomas,,Gyrsberg,0,1
Hochholzer,Christian,,Stein am Ehein,0,1
Coignet,Matthleu,,Solothurn,0,2
von,Stetten Georg d.J.,,Augsburg,0,2
Hotomannus,Francscue,,s.l.,0,1
Coignet,Matthieu,,C C CosturvC,0,1
Cöignet,Matthieu,,Solothurn,0,1
Ellerbach,Madlena,von,s.l.,0,1
